Team,ForAgainst,Date,Venue,Result,GF,GA,Sh_Standard,SoT_percent_Standard,Dist_Standard,G_minus_xG_Expected,Opponent,xGF,xGA,opp_elo_pre,elo_pre,coach,within_season_change
Bayer Leverkusen,For,2017-08-18 00:00:00,Away,L,1,3,19,21.1,17.8,-0.6,Bayern Munich,1.6,2.6,1500,1500,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2017-08-26 00:00:00,Home,D,2,2,16,12.5,20.9,-0.2,Hoffenheim,2.2,0.9,1510,1490,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2017-09-09 00:00:00,Away,L,1,3,13,15.4,18.8,0.2,Mainz 05,0.8,1.2,1480,1490.575011,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2017-09-17 00:00:00,Home,W,4,0,22,40.9,17.6,2.1,Freiburg,1.9,0.5,1490.581806,1480.270732,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2017-09-20 00:00:00,Away,L,1,2,12,33.3,23.1,0.5,Hertha BSC,0.5,0.3,1500.024278,1490.567421,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2017-09-24 00:00:00,Home,W,3,0,17,35.3,16.3,0.6,Hamburger SV,2.4,0.6,1489.999042,1480.839544,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2017-09-29 00:00:00,Away,D,1,1,10,60,20,0,Schalke 04,1,0.8,1499.69732,1491.103115,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2017-10-15 00:00:00,Home,D,2,2,17,52.9,15.1,-0.3,Wolfsburg,2.3,1,1490.88177,1491.350426,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2017-10-28 00:00:00,Home,W,2,1,17,29.4,16.7,0.3,Koln,1.7,0.9,1438.485081,1502.150955,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2017-11-04 00:00:00,Away,D,1,1,10,30,14.8,0.2,Augsburg,0.8,1.7,1509.404844,1510.338742,Heiko Herrlich,FALSE
Bayern Munich,For,2017-08-18 00:00:00,Home,W,3,1,12,58.3,16.9,0.4,Bayer Leverkusen,2.6,1.6,1500,1500,Carlo Ancelotti,FALSE
Bayern Munich,For,2017-08-26 00:00:00,Away,W,2,0,19,42.1,19.8,0.5,Werder Bremen,1.5,0.3,1490,1510,Carlo Ancelotti,FALSE
Bayern Munich,For,2017-09-09 00:00:00,Away,L,0,2,23,26.1,16.6,-1.9,Hoffenheim,1.9,0.6,1509.424989,1519.424989,Carlo Ancelotti,FALSE
Bayern Munich,For,2017-09-16 00:00:00,Home,W,4,0,28,46.4,15.6,0.2,Mainz 05,3.8,0.8,1490.304279,1509.137245,Carlo Ancelotti,FALSE
Bayern Munich,For,2017-09-19 00:00:00,Away,W,3,0,12,58.3,16.6,0.7,Schalke 04,2.3,1.2,1519.171063,1518.595719,Carlo Ancelotti,FALSE
Bayern Munich,For,2017-09-22 00:00:00,Home,D,2,2,18,11.1,18.3,-0.4,Wolfsburg,2.4,0.8,1490.007926,1528.612279,Carlo Ancelotti,FALSE
Bayern Munich,For,2017-10-21 00:00:00,Away,W,1,0,21,19,18.1,-1.3,Hamburger SV,2.3,0.2,1469.641973,1535.711801,Jupp Heynckes,FALSE
Bayern Munich,For,2017-10-28 00:00:00,Home,W,2,0,23,30.4,18.3,-0.2,RB Leipzig,2.2,0.3,1538.785376,1543.832754,Jupp Heynckes,FALSE
Bayern Munich,For,2017-11-04 00:00:00,Away,W,3,1,10,50,17.7,1.9,Dortmund,1.1,2.1,1532.511173,1553.687489,Jupp Heynckes,FALSE
Bayern Munich,For,2017-11-18 00:00:00,Home,W,3,0,17,29.4,16.9,1,Augsburg,2,0.3,1509.431724,1563.07874,Jupp Heynckes,FALSE
Hamburger SV,For,2017-08-19 00:00:00,Home,W,1,0,11,45.5,22.9,0.5,Augsburg,0.5,0.8,1500,1500,Markus Gisdol,FALSE
Hamburger SV,For,2017-08-25 00:00:00,Away,W,3,1,13,30.8,21.5,1.5,Koln,1.5,2.1,1490,1510,Markus Gisdol,FALSE
Hamburger SV,For,2017-09-08 00:00:00,Home,L,0,2,9,22.2,19.9,-1.2,RB Leipzig,1.2,1.8,1500.287744,1519.424989,Markus Gisdol,FALSE
Hamburger SV,For,2017-09-15 00:00:00,Away,L,0,2,12,25,22.3,-0.7,Hannover 96,0.7,2,1519.433244,1508.874731,Markus Gisdol,FALSE
Hamburger SV,For,2017-09-20 00:00:00,Home,L,0,3,7,28.6,20.4,-0.3,Dortmund,0.3,3.2,1527.750064,1499.178536,Markus Gisdol,FALSE
Hamburger SV,For,2017-09-24 00:00:00,Away,L,0,3,12,16.7,22.3,-0.6,Bayer Leverkusen,0.6,2.4,1480.839544,1489.999042,Markus Gisdol,FALSE
Hamburger SV,For,2017-09-30 00:00:00,Home,D,0,0,17,35.3,17.3,-1,Werder Bremen,1,0.5,1472.761027,1479.735471,Markus Gisdol,FALSE
Hamburger SV,For,2017-10-14 00:00:00,Away,L,2,3,8,12.5,13.3,-0.2,Mainz 05,2.2,1.2,1483.259953,1479.534758,Markus Gisdol,FALSE
Hamburger SV,For,2017-10-21 00:00:00,Home,L,0,1,6,50,25.3,-0.2,Bayern Munich,0.2,2.3,1535.711801,1469.641973,Markus Gisdol,FALSE
Hamburger SV,For,2017-10-28 00:00:00,Away,L,1,2,11,36.4,17.7,0.1,Hertha BSC,0.9,1,1489.336354,1461.52102,Markus Gisdol,FALSE
Hamburger SV,For,2017-11-04 00:00:00,Home,W,3,1,20,55,19.1,1.2,Stuttgart,1.8,1.4,1491.333659,1452.319903,Markus Gisdol,FALSE
Werder Bremen,For,2017-08-19 00:00:00,Away,L,0,1,11,18.2,18.3,-0.9,Hoffenheim,0.9,1,1500,1500,Alexander Nouri,FALSE
Werder Bremen,For,2017-08-26 00:00:00,Home,L,0,2,4,0,18,-0.3,Bayern Munich,0.3,1.5,1510,1490,Alexander Nouri,FALSE
Werder Bremen,For,2017-09-10 00:00:00,Away,D,1,1,10,50,16.8,0.4,Hertha BSC,0.6,0.3,1500,1480.575011,Alexander Nouri,FALSE
Werder Bremen,For,2017-09-16 00:00:00,Home,L,1,2,18,11.1,21.7,0.1,Schalke 04,0.9,0.9,1510,1481.133526,Alexander Nouri,FALSE
Werder Bremen,For,2017-09-19 00:00:00,Away,D,1,1,11,27.3,18.3,0.1,Wolfsburg,0.9,1,1490.542184,1471.962463,Alexander Nouri,FALSE
Werder Bremen,For,2017-09-23 00:00:00,Home,D,0,0,17,35.3,18.5,-1.4,Freiburg,1.4,0.9,1481.68178,1472.496721,Alexander Nouri,FALSE
Werder Bremen,For,2017-09-30 00:00:00,Away,D,0,0,9,33.3,19,-0.5,Hamburger SV,0.5,1,1479.735471,1472.761027,Alexander Nouri,FALSE
Werder Bremen,For,2017-10-15 00:00:00,Home,L,0,2,19,26.3,20.5,-1.5,Monchengladbach,1.5,1.4,1510.765334,1472.961741,Alexander Nouri,FALSE
Werder Bremen,For,2017-10-22 00:00:00,Away,D,0,0,13,7.7,16.7,-1.3,Koln,1.3,2,1437.729077,1464.045542,Alexander Nouri,FALSE
Werder Bremen,For,2017-10-29 00:00:00,Home,L,0,3,17,11.8,20.1,-0.7,Augsburg,0.7,2.9,1500.470945,1463.289538,Alexander Nouri,FALSE
Werder Bremen,For,2017-11-03 00:00:00,Away,L,1,2,12,58.3,15.5,-0.7,Eintracht Frankfurt,1.7,2,1510.19052,1454.355638,Florian Kohfeldt,TRUE
Stuttgart,For,2017-08-19 00:00:00,Away,L,0,2,8,25,17.3,-1,Hertha BSC,1,0.5,1500,1500,Hannes Wolf,FALSE
Stuttgart,For,2017-08-26 00:00:00,Home,W,1,0,16,25,21.5,-0.9,Mainz 05,1.9,0.9,1490,1490,Hannes Wolf,FALSE
Stuttgart,For,2017-09-10 00:00:00,Away,L,1,3,11,18.2,15.7,-0.3,Schalke 04,1.3,2,1500,1500,Hannes Wolf,FALSE
Stuttgart,For,2017-09-16 00:00:00,Home,W,1,0,8,50,19.1,0,Wolfsburg,1,0.5,1500.8545,1490,Hannes Wolf,FALSE
Stuttgart,For,2017-09-19 00:00:00,Away,L,0,2,11,36.4,19.5,-0.6,Monchengladbach,0.6,1.1,1499.202888,1500.312316,Hannes Wolf,FALSE
Stuttgart,For,2017-09-23 00:00:00,Home,D,0,0,14,14.3,24.7,-0.7,Augsburg,0.7,0.4,1520.292968,1490.280384,Hannes Wolf,FALSE
Stuttgart,For,2017-09-30 00:00:00,Away,L,1,2,13,38.5,17.4,0,Eintracht Frankfurt,1,1.2,1489.503232,1491.142074,Hannes Wolf,FALSE
Stuttgart,For,2017-10-13 00:00:00,Home,W,2,1,22,31.8,20.1,-0.3,Koln,2.3,2.1,1446.743576,1481.094904,Hannes Wolf,FALSE
Stuttgart,For,2017-10-21 00:00:00,Away,L,0,1,11,18.2,19.4,-0.8,RB Leipzig,0.8,1.1,1529.926411,1490.109403,Hannes Wolf,FALSE
Stuttgart,For,2017-10-29 00:00:00,Home,W,3,0,18,33.3,21.2,1.6,Freiburg,1.4,0.4,1484.141916,1481.250437,Hannes Wolf,FALSE
Stuttgart,For,2017-11-04 00:00:00,Away,L,1,3,2,50,20.1,-0.4,Hamburger SV,1.4,1.8,1452.319903,1491.333659,Hannes Wolf,FALSE
Hertha BSC,For,2017-08-19 00:00:00,Home,W,2,0,10,40,21.2,1.5,Stuttgart,0.5,1,1500,1500,Pál Dárdai,FALSE
Hertha BSC,For,2017-08-26 00:00:00,Away,L,0,2,7,57.1,13.2,-0.4,Dortmund,0.4,1.8,1510,1510,Pál Dárdai,FALSE
Hertha BSC,For,2017-09-10 00:00:00,Home,D,1,1,8,50,18.6,0.7,Werder Bremen,0.3,0.6,1480.575011,1500,Pál Dárdai,FALSE
Hertha BSC,For,2017-09-17 00:00:00,Away,D,1,1,9,44.4,16.5,0.4,Hoffenheim,0.6,0.5,1519.712732,1499.441486,Pál Dárdai,FALSE
Hertha BSC,For,2017-09-20 00:00:00,Home,W,2,1,5,60,17.2,1.7,Bayer Leverkusen,0.3,0.5,1490.567421,1500.024278,Pál Dárdai,FALSE
Hertha BSC,For,2017-09-23 00:00:00,Away,L,0,1,5,20,20.5,-0.6,Mainz 05,0.6,1.1,1471.943273,1509.752155,Pál Dárdai,FALSE
Hertha BSC,For,2017-10-01 00:00:00,Home,D,2,2,10,50,17.9,0.6,Bayern Munich,1.4,1.3,1527.505706,1498.668203,Pál Dárdai,FALSE
Hertha BSC,For,2017-10-14 00:00:00,Home,L,0,2,2,0,29.7,0,Schalke 04,0,1.7,1499.45001,1499.496313,Pál Dárdai,FALSE
Hertha BSC,For,2017-10-22 00:00:00,Away,D,1,1,10,20,22.4,-1.1,Freiburg,2.1,2.6,1483.98329,1489.49498,Pál Dárdai,FALSE
Hertha BSC,For,2017-10-28 00:00:00,Home,W,2,1,8,37.5,14.8,1,Hamburger SV,1,0.9,1461.52102,1489.336354,Pál Dárdai,FALSE
Hertha BSC,For,2017-11-05 00:00:00,Away,D,3,3,10,60,16.4,1.5,Wolfsburg,1.5,2.7,1492.664543,1498.53747,Pál Dárdai,FALSE
Augsburg,For,2017-08-19 00:00:00,Away,L,0,1,14,7.1,16.8,-0.8,Hamburger SV,0.8,0.5,1500,1500,Manuel Baum,FALSE
Augsburg,For,2017-08-26 00:00:00,Home,D,2,2,24,37.5,16,-0.7,Monchengladbach,2.7,1.3,1510,1490,Manuel Baum,FALSE
Augsburg,For,2017-09-09 00:00:00,Home,W,3,0,9,33.3,15.8,0.7,Koln,2.3,0.7,1480.575011,1490.575011,Manuel Baum,FALSE
Augsburg,For,2017-09-16 00:00:00,Away,W,2,1,11,27.3,19.4,1.3,Eintracht Frankfurt,0.7,1.5,1500.279026,1500.287268,Manuel Baum,FALSE
Augsburg,For,2017-09-19 00:00:00,Home,W,1,0,11,36.4,20.3,-0.2,RB Leipzig,1.2,1.1,1510.493332,1510.28703,Manuel Baum,FALSE
Augsburg,For,2017-09-23 00:00:00,Away,D,0,0,9,33.3,22.7,-0.4,Stuttgart,0.4,0.7,1490.280384,1520.292968,Manuel Baum,FALSE
Augsburg,For,2017-09-30 00:00:00,Home,L,1,2,10,50,14.1,-0.5,Dortmund,1.5,2,1546.134123,1519.431279,Manuel Baum,FALSE
Augsburg,For,2017-10-14 00:00:00,Away,D,2,2,12,33.3,18.6,0.1,Hoffenheim,0.9,1.8,1525.889635,1510.198339,Manuel Baum,FALSE
Augsburg,For,2017-10-21 00:00:00,Home,L,1,2,15,33.3,18.2,0,Hannover 96,1,1.2,1504.43966,1510.649664,Manuel Baum,FALSE
Augsburg,For,2017-10-29 00:00:00,Away,W,3,0,16,31.3,17.1,0.1,Werder Bremen,2.9,0.7,1463.289538,1500.470945,Manuel Baum,FALSE
Augsburg,For,2017-11-04 00:00:00,Home,D,1,1,13,30.8,14.8,-0.7,Bayer Leverkusen,1.7,0.8,1510.338742,1509.404844,Manuel Baum,FALSE
Schalke 04,For,2017-08-19 00:00:00,Home,W,2,0,10,40,23,0.2,RB Leipzig,1.8,1,1500,1500,Domenico Tedesco,FALSE
Schalke 04,For,2017-08-27 00:00:00,Away,L,0,1,8,12.5,17.4,-0.5,Hannover 96,0.5,0.9,1510,1510,Domenico Tedesco,FALSE
Schalke 04,For,2017-09-10 00:00:00,Home,W,3,1,11,27.3,19,1,Stuttgart,2,1.3,1500,1500,Domenico Tedesco,FALSE
Schalke 04,For,2017-09-16 00:00:00,Away,W,2,1,11,36.4,19,0.1,Werder Bremen,0.9,0.9,1481.133526,1510,Domenico Tedesco,FALSE
Schalke 04,For,2017-09-19 00:00:00,Home,L,0,3,11,27.3,17.2,-1.2,Bayern Munich,1.2,2.3,1518.595719,1519.171063,Domenico Tedesco,FALSE
Schalke 04,For,2017-09-23 00:00:00,Away,L,0,2,16,12.5,17.5,-1.3,Hoffenheim,1.3,1.5,1528.032472,1509.154503,Domenico Tedesco,FALSE
Schalke 04,For,2017-09-29 00:00:00,Home,D,1,1,14,28.6,18.6,0.2,Bayer Leverkusen,0.8,1,1491.103115,1499.69732,Domenico Tedesco,FALSE
Schalke 04,For,2017-10-14 00:00:00,Away,W,2,0,10,60,22.4,0.3,Hertha BSC,1.7,0,1499.496313,1499.45001,Domenico Tedesco,FALSE
Schalke 04,For,2017-10-20 00:00:00,Home,W,2,0,16,31.3,19,0.2,Mainz 05,1.8,0.6,1493.152738,1509.451342,Domenico Tedesco,FALSE
Schalke 04,For,2017-10-28 00:00:00,Home,D,1,1,13,46.2,21.8,-0.6,Wolfsburg,1.6,1.1,1491.886225,1518.982575,Domenico Tedesco,FALSE
Schalke 04,For,2017-11-04 00:00:00,Away,W,1,0,9,44.4,20.2,0,Freiburg,1,1.1,1474.058694,1518.204256,Domenico Tedesco,FALSE
Hoffenheim,For,2017-08-19 00:00:00,Home,W,1,0,14,21.4,23.4,0,Werder Bremen,1,0.9,1500,1500,Julian Nagelsmann,FALSE
Hoffenheim,For,2017-08-26 00:00:00,Away,D,2,2,7,57.1,21.7,1.1,Bayer Leverkusen,0.9,2.2,1490,1510,Julian Nagelsmann,FALSE
Hoffenheim,For,2017-09-09 00:00:00,Home,W,2,0,6,50,21.9,1.4,Bayern Munich,0.6,1.9,1519.424989,1509.424989,Julian Nagelsmann,FALSE
Hoffenheim,For,2017-09-17 00:00:00,Home,D,1,1,8,25,15.8,0.5,Hertha BSC,0.5,0.6,1499.441486,1519.712732,Julian Nagelsmann,FALSE
Hoffenheim,For,2017-09-20 00:00:00,Away,W,3,2,19,36.8,16.5,1.6,Mainz 05,1.4,1.9,1480.845805,1519.12994,Julian Nagelsmann,FALSE
Hoffenheim,For,2017-09-23 00:00:00,Home,W,2,0,12,50,17.6,0.5,Schalke 04,1.5,1.3,1509.154503,1528.032472,Julian Nagelsmann,FALSE
Hoffenheim,For,2017-10-01 00:00:00,Away,L,2,3,15,40,18.9,0.2,Freiburg,0.8,1.2,1481.417474,1537.489655,Julian Nagelsmann,FALSE
Hoffenheim,For,2017-10-14 00:00:00,Home,D,2,2,23,30.4,19,0.2,Augsburg,1.8,0.9,1510.198339,1525.889635,Julian Nagelsmann,FALSE
Hoffenheim,For,2017-10-22 00:00:00,Away,D,1,1,13,30.8,21,-1.1,Wolfsburg,2.1,1.6,1490.895259,1525.43831,Julian Nagelsmann,FALSE
Hoffenheim,For,2017-10-28 00:00:00,Home,L,1,3,16,31.3,20.2,-0.1,Monchengladbach,1.1,1.7,1508.867515,1524.447344,Julian Nagelsmann,FALSE
Hoffenheim,For,2017-11-05 00:00:00,Away,W,3,0,21,33.3,16.7,0,Koln,3,1,1430.297293,1513.999221,Julian Nagelsmann,FALSE
RB Leipzig,For,2017-08-19 00:00:00,Away,L,0,2,12,25,21.3,-1,Schalke 04,1,1.8,1500,1500,Ralph Hasenhüttl,FALSE
RB Leipzig,For,2017-08-27 00:00:00,Home,W,4,1,29,37.9,16.4,1.3,Freiburg,2.7,0.5,1500,1490,Ralph Hasenhüttl,FALSE
RB Leipzig,For,2017-09-08 00:00:00,Away,W,2,0,20,20,20,0.2,Hamburger SV,1.8,1.2,1519.424989,1500.287744,Ralph Hasenhüttl,FALSE
RB Leipzig,For,2017-09-16 00:00:00,Home,D,2,2,9,33.3,20.3,1.3,Monchengladbach,0.7,1.5,1498.858219,1510.838001,Ralph Hasenhüttl,FALSE
RB Leipzig,For,2017-09-19 00:00:00,Away,L,0,1,14,21.4,20.4,-1.1,Augsburg,1.1,1.2,1510.28703,1510.493332,Ralph Hasenhüttl,FALSE
RB Leipzig,For,2017-09-23 00:00:00,Home,W,2,1,16,31.3,16.3,0.4,Eintracht Frankfurt,1.6,0.8,1499.474066,1500.487394,Ralph Hasenhüttl,FALSE
RB Leipzig,For,2017-10-01 00:00:00,Away,W,2,1,23,43.5,17.1,-0.7,Koln,2.7,1.2,1455.165422,1510.458229,Ralph Hasenhüttl,FALSE
RB Leipzig,For,2017-10-21 00:00:00,Home,W,1,0,15,20,19.3,-0.1,Stuttgart,1.1,0.8,1490.109403,1529.926411,Ralph Hasenhüttl,FALSE
RB Leipzig,For,2017-10-28 00:00:00,Away,L,0,2,3,33.3,11.4,-0.3,Bayern Munich,0.3,2.2,1543.832754,1538.785376,Ralph Hasenhüttl,FALSE
RB Leipzig,For,2017-11-04 00:00:00,Home,W,2,1,18,33.3,21.7,0.2,Hannover 96,1.8,0.9,1525.443057,1528.930641,Ralph Hasenhüttl,FALSE
Dortmund,For,2017-08-19 00:00:00,Away,W,3,0,13,38.5,19.3,2,Wolfsburg,1,0.4,1500,1500,Peter Bosz,FALSE
Dortmund,For,2017-08-26 00:00:00,Home,W,2,0,18,44.4,17.1,0.2,Hertha BSC,1.8,0.4,1510,1510,Peter Bosz,FALSE
Dortmund,For,2017-09-09 00:00:00,Away,D,0,0,27,11.1,21.8,-1.6,Freiburg,1.6,0.5,1489.712256,1520,Peter Bosz,FALSE
Dortmund,For,2017-09-17 00:00:00,Home,W,5,0,21,33.3,18,1.5,Koln,3.5,0.7,1470.862755,1519.13045,Peter Bosz,FALSE
Dortmund,For,2017-09-20 00:00:00,Away,W,3,0,17,47.1,11.8,-0.2,Hamburger SV,3.2,0.3,1499.178536,1527.750064,Peter Bosz,FALSE
Dortmund,For,2017-09-23 00:00:00,Home,W,6,1,18,50,13.4,1.8,Monchengladbach,4.2,1.4,1509.23482,1536.929558,Peter Bosz,FALSE
Dortmund,For,2017-09-30 00:00:00,Away,W,2,1,13,53.8,16.5,0,Augsburg,2,1.5,1519.431279,1546.134123,Peter Bosz,FALSE
Dortmund,For,2017-10-14 00:00:00,Home,L,2,3,14,50,16.7,-0.2,RB Leipzig,2.2,2.3,1518.880075,1555.367063,Peter Bosz,FALSE
Dortmund,For,2017-10-21 00:00:00,Away,D,2,2,20,30,17.5,-0.4,Eintracht Frankfurt,2.4,2.3,1509.991354,1544.320727,Peter Bosz,FALSE
Dortmund,For,2017-10-28 00:00:00,Away,L,2,4,9,44.4,19.1,1,Hannover 96,1,2.2,1514.618379,1543.335851,Peter Bosz,FALSE
Dortmund,For,2017-11-04 00:00:00,Home,L,1,3,15,26.7,18.1,-1.1,Bayern Munich,2.1,1.1,1553.687489,1532.511173,Peter Bosz,FALSE
Hannover 96,For,2017-08-19 00:00:00,Away,W,1,0,6,33.3,19.6,0.3,Mainz 05,0.7,0.7,1500,1500,André Breitenreiter,FALSE
Hannover 96,For,2017-08-27 00:00:00,Home,W,1,0,11,27.3,20,0.1,Schalke 04,0.9,0.5,1510,1510,André Breitenreiter,FALSE
Hannover 96,For,2017-09-09 00:00:00,Away,D,1,1,7,28.6,13.2,0.1,Wolfsburg,0.9,1.1,1500.287744,1520,André Breitenreiter,FALSE
Hannover 96,For,2017-09-15 00:00:00,Home,W,2,0,17,23.5,16.4,0,Hamburger SV,2,0.7,1508.874731,1519.433244,André Breitenreiter,FALSE
Hannover 96,For,2017-09-20 00:00:00,Away,D,1,1,14,21.4,20.1,-0.1,Freiburg,1.1,2.9,1480.285117,1529.129439,André Breitenreiter,FALSE
Hannover 96,For,2017-09-24 00:00:00,Home,D,0,0,14,7.1,16.3,-1.7,Koln,1.7,1,1453.048339,1527.732775,André Breitenreiter,FALSE
Hannover 96,For,2017-09-30 00:00:00,Away,L,1,2,15,13.3,16.9,-0.7,Monchengladbach,1.7,2.5,1500.030254,1525.615693,André Breitenreiter,FALSE
Hannover 96,For,2017-10-14 00:00:00,Home,L,1,2,10,20,15.2,0.3,Eintracht Frankfurt,0.7,1,1499.550401,1514.880613,André Breitenreiter,FALSE
Hannover 96,For,2017-10-21 00:00:00,Away,W,2,1,12,50,19.7,0.8,Augsburg,1.2,1,1510.649664,1504.43966,André Breitenreiter,FALSE
Hannover 96,For,2017-10-28 00:00:00,Home,W,4,2,12,50,19,1.8,Dortmund,2.2,1,1543.335851,1514.618379,André Breitenreiter,FALSE
Hannover 96,For,2017-11-04 00:00:00,Away,L,1,2,11,36.4,17.2,0.1,RB Leipzig,0.9,1.8,1528.930641,1525.443057,André Breitenreiter,FALSE
Mainz 05,For,2017-08-19 00:00:00,Home,L,0,1,14,35.7,17,-0.7,Hannover 96,0.7,0.7,1500,1500,Sandro Schwarz,FALSE
Mainz 05,For,2017-08-26 00:00:00,Away,L,0,1,13,46.2,24.5,-0.9,Stuttgart,0.9,1.9,1490,1490,Sandro Schwarz,FALSE
Mainz 05,For,2017-09-09 00:00:00,Home,W,3,1,14,35.7,22.2,1.8,Bayer Leverkusen,1.2,0.8,1490.575011,1480,Sandro Schwarz,FALSE
Mainz 05,For,2017-09-16 00:00:00,Away,L,0,4,11,36.4,22.5,-0.8,Bayern Munich,0.8,3.8,1509.137245,1490.304279,Sandro Schwarz,FALSE
Mainz 05,For,2017-09-20 00:00:00,Home,L,2,3,21,33.3,22,0.1,Hoffenheim,1.9,1.4,1519.12994,1480.845805,Sandro Schwarz,FALSE
Mainz 05,For,2017-09-23 00:00:00,Home,W,1,0,7,28.6,24.8,-0.1,Hertha BSC,1.1,0.6,1509.752155,1471.943273,Sandro Schwarz,FALSE
Mainz 05,For,2017-09-30 00:00:00,Away,D,1,1,10,30,18.8,-0.1,Wolfsburg,1.1,0.9,1491.114498,1483.027225,Sandro Schwarz,FALSE
Mainz 05,For,2017-10-14 00:00:00,Home,W,3,2,14,28.6,21.8,1.8,Hamburger SV,1.2,2.2,1479.534758,1483.259953,Sandro Schwarz,FALSE
Mainz 05,For,2017-10-20 00:00:00,Away,L,0,2,5,40,16.5,-0.6,Schalke 04,0.6,1.8,1509.451342,1493.152738,Sandro Schwarz,FALSE
Mainz 05,For,2017-10-27 00:00:00,Home,D,1,1,6,50,16.4,0.6,Eintracht Frankfurt,0.4,0.4,1510.97623,1483.621505,Sandro Schwarz,FALSE
Mainz 05,For,2017-11-04 00:00:00,Away,D,1,1,20,35,22.7,0,Monchengladbach,1,0.8,1519.315638,1484.407215,Sandro Schwarz,FALSE
Freiburg,For,2017-08-20 00:00:00,Home,D,0,0,7,14.3,20.9,-0.4,Eintracht Frankfurt,0.4,1.3,1500,1500,Christian Streich,FALSE
Freiburg,For,2017-08-27 00:00:00,Away,L,1,4,7,28.6,20.2,0.5,RB Leipzig,0.5,2.7,1490,1500,Christian Streich,FALSE
Freiburg,For,2017-09-09 00:00:00,Home,D,0,0,6,33.3,21.2,-0.5,Dortmund,0.5,1.6,1520,1489.712256,Christian Streich,FALSE
Freiburg,For,2017-09-17 00:00:00,Away,L,0,4,4,25,14.9,-0.5,Bayer Leverkusen,0.5,1.9,1480.270732,1490.581806,Christian Streich,FALSE
Freiburg,For,2017-09-20 00:00:00,Home,D,1,1,21,23.8,22.9,-1.9,Hannover 96,2.9,1.1,1529.129439,1480.285117,Christian Streich,FALSE
Freiburg,For,2017-09-23 00:00:00,Away,D,0,0,13,46.2,18.8,-0.9,Werder Bremen,0.9,1.4,1472.496721,1481.68178,Christian Streich,FALSE
Freiburg,For,2017-10-01 00:00:00,Home,W,3,2,15,40,21,1.8,Hoffenheim,1.2,0.8,1537.489655,1481.417474,Christian Streich,FALSE
Freiburg,For,2017-10-14 00:00:00,Away,L,0,5,6,33.3,16.5,-0.6,Bayern Munich,0.6,1.6,1526.677597,1493.017494,Christian Streich,FALSE
Freiburg,For,2017-10-22 00:00:00,Home,D,1,1,19,36.8,19.4,-1.6,Hertha BSC,2.6,2.1,1489.49498,1483.98329,Christian Streich,FALSE
Freiburg,For,2017-10-29 00:00:00,Away,L,0,3,6,0,17.4,-0.4,Stuttgart,0.4,1.4,1481.250437,1484.141916,Christian Streich,FALSE
Freiburg,For,2017-11-04 00:00:00,Home,L,0,1,13,15.4,24.2,-1.1,Schalke 04,1.1,1,1518.204256,1474.058694,Christian Streich,FALSE
Eintracht Frankfurt,For,2017-08-20 00:00:00,Away,D,0,0,15,13.3,16.8,-1.3,Freiburg,1.3,0.4,1500,1500,Niko Kovac,FALSE
Eintracht Frankfurt,For,2017-08-26 00:00:00,Home,L,0,1,13,46.2,12.5,-1,Wolfsburg,1,1,1490,1500,Niko Kovac,FALSE
Eintracht Frankfurt,For,2017-09-09 00:00:00,Away,W,1,0,12,50,18.6,0.3,Monchengladbach,0.7,0.9,1509.424989,1489.712256,Niko Kovac,FALSE
Eintracht Frankfurt,For,2017-09-16 00:00:00,Home,L,1,2,23,34.8,19,-0.5,Augsburg,1.5,0.7,1500.287268,1500.279026,Niko Kovac,FALSE
Eintracht Frankfurt,For,2017-09-20 00:00:00,Away,W,1,0,8,37.5,17.1,-0.2,Koln,1.2,2.1,1462.243142,1490.279264,Niko Kovac,FALSE
Eintracht Frankfurt,For,2017-09-23 00:00:00,Away,L,1,2,8,37.5,14.5,0.2,RB Leipzig,0.8,1.6,1500.487394,1499.474066,Niko Kovac,FALSE
Eintracht Frankfurt,For,2017-09-30 00:00:00,Home,W,2,1,10,60,19.1,0.8,Stuttgart,1.2,1,1491.142074,1489.503232,Niko Kovac,FALSE
Eintracht Frankfurt,For,2017-10-14 00:00:00,Away,W,2,1,12,33.3,23.9,1,Hannover 96,1,0.7,1514.880613,1499.550401,Niko Kovac,FALSE
Eintracht Frankfurt,For,2017-10-21 00:00:00,Home,D,2,2,13,46.2,20.2,-0.3,Dortmund,2.3,2.4,1544.320727,1509.991354,Niko Kovac,FALSE
Eintracht Frankfurt,For,2017-10-27 00:00:00,Away,D,1,1,8,37.5,16.9,-0.4,Mainz 05,0.4,0.4,1483.621505,1510.97623,Niko Kovac,FALSE
Eintracht Frankfurt,For,2017-11-03 00:00:00,Home,W,2,1,16,31.3,16.1,0,Werder Bremen,2,1.7,1454.355638,1510.19052,Niko Kovac,FALSE
Koln,For,2017-08-20 00:00:00,Away,L,0,1,13,15.4,14,-1.1,Monchengladbach,1.1,1.5,1500,1500,Peter Stöger,FALSE
